onset	duration	sample	value
2032.51148	100	2032511.4801	128 
2034.712474	100	2034712.474	124 
2034.898472	100	2034898.4718	125 
2034.898997	1	2034898.9975	DIN1
2034.95848	100	2034958.4795	128 
2037.359472	100	2037359.4723	124 
2037.551475	100	2037551.4749	127 
2037.552001	1	2037552.0006	DIN1
2037.611473	100	2037611.4726	128 
2039.812477	100	2039812.4765	124 
2039.998474	100	2039998.4743	126 
2040.000006	1	2040000.0058	DIN1
2040.058472	100	2040058.472	128 
2042.260472	100	2042260.4717	124 
2042.445474	100	2042445.4737	125 
2042.445999	1	2042445.9994	DIN1
2042.505471	100	2042505.4714	128 
2044.90748	100	2044907.4801	124 
2045.098477	100	2045098.4768	125 
2045.099003	1	2045099.0025	DIN1
2045.158474	100	2045158.4745	128 
2047.560473	100	2047560.4731	124 
2047.752476	100	2047752.4757	126 
2047.753001	1	2047753.0014	DIN1
2047.812473	100	2047812.4734	128 
2050.113477	100	2050113.4768	124 
2050.302472	100	2050302.4719	126 
2050.302998	1	2050302.9976	DIN1
2050.36248	100	2050362.4796	128 
2052.763472	100	2052763.4724	124 
2052.955475	100	2052955.475	125 
2052.956001	1	2052956.0007	DIN1
2053.015473	100	2053015.4727	128 
2055.316476	100	2055316.4761	124 
2055.505471	100	2055505.4713	125 
2055.505997	1	2055505.997	DIN1
2055.565479	100	2055565.479	128 
2057.767479	100	2057767.4787	124 
2057.952471	100	2057952.4707	125 
2057.952996	1	2057952.9964	DIN1
2058.012478	100	2058012.4784	128 
2060.414477	100	2060414.477	124 
2060.605474	100	2060605.4738	125 
2060.605999	1	2060605.9995	DIN1
2060.665471	100	2060665.4714	128 
2063.06748	100	2063067.4801	124 
2063.259003	1	2063259.0026	DIN1
2063.259473	100	2063259.4726	125 
2063.31947	100	2063319.4703	128 
2065.720473	100	2065720.4732	124 
2065.912476	100	2065912.4758	127 
2065.913001	1	2065913.0015	DIN1
2065.972473	100	2065972.4734	128 
2068.273477	100	2068273.4768	124 
2068.462472	100	2068462.472	127 
2068.462998	1	2068462.9977	DIN1
2068.52248	100	2068522.4797	128 
2070.924478	100	2070924.4783	124 
2071.115005	1	2071115.005	DIN1
2071.115475	100	2071115.4751	125 
2071.175473	100	2071175.4728	128 
2073.587479	100	2073587.4794	666 
2076.588479	100	2076588.479	124 
2076.782003	1	2076782.0031	DIN1
2076.782473	100	2076782.4731	125 
2076.842471	100	2076842.4708	128 
2079.045476	100	2079045.4763	124 
2079.229473	100	2079229.4725	126 
2079.229998	1	2079229.9982	DIN1
2079.28948	100	2079289.4803	128 
2081.691479	100	2081691.4789	124 
2081.882006	1	2081882.0056	DIN1
2081.883471	100	2081883.4714	125 
2081.943479	100	2081943.4791	128 
2084.244472	100	2084244.4725	124 
2084.432998	1	2084432.9976	DIN1
2084.433478	100	2084433.4777	127 
2084.493475	100	2084493.4754	128 
2086.794479	100	2086794.4788	124 
2086.983004	1	2086983.0039	DIN1
2086.983474	100	2086983.4739	125 
2087.043472	100	2087043.4716	128 
2089.245471	100	2089245.4713	124 
2089.430003	1	2089430.0033	DIN1
2089.430473	100	2089430.4733	125 
2089.490471	100	2089490.471	128 
2091.79248	100	2091792.4802	124 
2091.979999	1	2091979.9995	DIN1
2091.98048	100	2091980.4796	125 
2092.040477	100	2092040.4773	128 
2094.442476	100	2094442.4759	124 
2094.633003	1	2094633.0026	DIN1
2094.633473	100	2094633.4727	127 
2094.69347	100	2094693.4703	128 
2096.89548	100	2096895.4801	124 
2097.080002	1	2097080.002	DIN1
2097.081478	100	2097081.4779	125 
2097.141476	100	2097141.4756	128 
2099.442479	100	2099442.479	124 
2099.629998	1	2099629.9982	DIN1
2099.631474	100	2099631.4741	125 
2099.691472	100	2099691.4718	128 
2101.902474	100	2101902.4737	666 
2104.904479	100	2104904.4791	124 
2105.091003	1	2105091.0026	DIN1
2105.092478	100	2105092.4785	125 
2105.152476	100	2105152.4762	128 
2107.354476	100	2107354.4759	124 
2107.538998	1	2107538.9978	DIN1
2107.539478	100	2107539.4779	126 
2107.599476	100	2107599.4756	128 
2109.900479	100	2109900.479	124 
2110.089004	1	2110089.0041	DIN1
2110.089474	100	2110089.4741	126 
2110.149472	100	2110149.4718	128 
2112.351472	100	2112351.4715	124 
2112.534998	1	2112534.9976	DIN1
2112.536474	100	2112536.4735	125 
2112.596471	100	2112596.4712	128 
2114.99848	100	2114998.4799	124 
2115.188997	1	2115188.9965	DIN1
2115.189477	100	2115189.4766	127 
2115.249474	100	2115249.4743	128 
2117.551473	100	2117551.4735	124 
2117.739003	1	2117739.0028	DIN1
2117.740479	100	2117740.4787	127 
2117.800476	100	2117800.4764	128 
2120.10148	100	2120101.4798	124 
2120.288999	1	2120288.999	DIN1
2120.290475	100	2120290.4749	126 
2120.350473	100	2120350.4726	128 
2122.652472	100	2122652.4718	124 
2122.837999	1	2122837.9995	DIN1
2122.840471	100	2122840.4711	125 
2122.900479	100	2122900.4789	128 
2125.101473	100	2125101.4728	124 
2125.286005	1	2125286.0047	DIN1
2125.287471	100	2125287.4705	125 
2125.347478	100	2125347.4783	128 
2127.748471	100	2127748.4711	124 
2127.938998	1	2127938.9978	DIN1
2127.940474	100	2127940.4737	125 
2128.000471	100	2128000.4713	128 
2130.302471	100	2130302.4705	124 
2130.489004	1	2130489.004	DIN1
2130.49048	100	2130490.4799	125 
2130.550478	100	2130550.4776	128 
2132.752477	100	2132752.4773	124 
2132.936003	1	2132936.0034	DIN1
2132.938475	100	2132938.4751	125 
2132.997477	100	2132997.477	128 
2135.300472	100	2135300.472	124 
2135.486	1	2135485.9997	DIN1
2135.488471	100	2135488.4713	125 
2135.548479	100	2135548.4791	128 
2137.749473	100	2137749.473	124 
2137.932999	1	2137932.9991	DIN1
2137.935471	100	2137935.4707	125 
2137.995478	100	2137995.4785	128 
2140.297478	100	2140297.4776	124 
2140.483005	1	2140483.0054	DIN1
2140.485477	100	2140485.477	125 
2140.545475	100	2140545.4747	128 
2142.746479	100	2142746.4786	124 
2142.930005	1	2142930.0048	DIN1
2142.932476	100	2142932.4764	125 
2142.992474	100	2142992.4741	128 
2145.194474	100	2145194.4738	124 
2145.377004	1	2145377.0042	DIN1
2145.379476	100	2145379.4758	125 
2145.439473	100	2145439.4735	128 
2147.741473	100	2147741.4727	124 
2147.927	1	2147927.0004	DIN1
2147.929472	100	2147929.4721	125 
2147.98948	100	2147989.4798	128 
2150.391478	100	2150391.4784	124 
2150.580004	1	2150580.0035	DIN1
2150.583471	100	2150583.4709	125 
2150.643479	100	2150643.4787	128 
2152.844473	100	2152844.4726	124 
2153.027003	1	2153027.0029	DIN1
2153.03047	100	2153030.4703	125 
2153.090478	100	2153090.4781	128 
2155.292478	100	2155292.4778	129 
2157.022	45.935	2157022	boundary
2157.120311	100	2157120.3112	123 
2157.124304	100	2157124.3044	124 
2157.129303	100	2157129.3033	125 
2157.131305	100	2157131.3049	128 
2157.152997	1	2157152.9967	DIN1
2159.433304	100	2159433.3041	124 
2159.618306	100	2159618.3061	125 
2159.625997	1	2159625.9968	DIN1
2159.678304	100	2159678.3038	128 
2161.991307	100	2161991.3067	666 
2164.993302	100	2164993.3021	124 
2165.182307	100	2165182.3073	125 
2165.189998	1	2165189.998	DIN1
2165.242305	100	2165242.305	128 
2167.645309	100	2167645.3094	124 
2167.836306	100	2167836.3062	125 
2167.843001	1	2167843.0011	DIN1
2167.896304	100	2167896.3039	128 
2170.298302	100	2170298.3025	124 
2170.489309	100	2170489.3093	125 
2170.496004	1	2170496.0042	DIN1
2170.549307	100	2170549.307	128 
2172.952311	100	2172952.3114	124 
2173.142302	100	2173142.3024	125 
2173.148997	1	2173148.9973	DIN1
2173.20231	100	2173202.3101	128 
2175.604309	100	2175604.3087	124 
2175.795305	100	2175795.3055	126 
2175.802996	1	2175802.9961	DIN1
2175.855303	100	2175855.3031	128 
2178.057303	100	2178057.3029	124 
2178.242305	100	2178242.3049	125 
2178.249	1	2178248.9998	DIN1
2178.302303	100	2178302.3025	128 
2180.604302	100	2180604.3017	124 
2180.793307	100	2180793.3069	125 
2180.798996	1	2180798.996	DIN1
2180.853305	100	2180853.3046	128 
2183.154308	100	2183154.308	124 
2183.343303	100	2183343.3032	125 
2183.349002	1	2183349.0023	DIN1
2183.403311	100	2183403.3109	128 
2185.704304	100	2185704.3042	124 
2185.893309	100	2185893.3094	127 
2185.900004	1	2185900.0043	DIN1
2185.953307	100	2185953.3071	128 
2188.255306	100	2188255.3063	124 
2188.443306	100	2188443.3057	125 
2188.450001	1	2188450.0006	DIN1
2188.503303	100	2188503.3033	128 
2190.904306	100	2190904.3062	124 
2191.096309	100	2191096.3088	125 
2191.103004	1	2191103.0037	DIN1
2191.156306	100	2191156.3064	128 
2193.568303	100	2193568.303	666 
2196.570308	100	2196570.3085	124 
2196.763307	100	2196763.3068	126 
2196.770002	1	2196770.0017	DIN1
2196.823304	100	2196823.3045	128 
2199.225303	100	2199225.3031	124 
2199.417306	100	2199417.3057	125 
2199.423005	1	2199423.0048	DIN1
2199.477303	100	2199477.3034	128 
2201.779303	100	2201779.3025	124 
2201.967302	100	2201967.3019	125 
2201.973001	1	2201973.001	DIN1
2202.02731	100	2202027.3096	128 
2204.228304	100	2204228.3035	124 
2204.414311	100	2204414.3114	125 
2204.42	1	2204420.0004	DIN1
2204.474309	100	2204474.309	128 
2206.675303	100	2206675.3029	124 
2206.861311	100	2206861.3108	127 
2206.867	1	2206866.9998	DIN1
2206.921308	100	2206921.3084	128 
2209.323307	100	2209323.3071	124 
2209.514304	100	2209514.3038	125 
2209.520003	1	2209520.0029	DIN1
2209.574312	100	2209574.3116	128 
2211.776311	100	2211776.3113	124 
2211.961303	100	2211961.3032	125 
2211.967002	1	2211967.0023	DIN1
2212.021311	100	2212021.311	128 
2214.223311	100	2214223.3107	124 
2214.408303	100	2214408.3026	127 
2214.414002	1	2214414.0018	DIN1
2214.46831	100	2214468.3104	128 
2216.77031	100	2216770.3095	124 
2216.959305	100	2216959.3047	125 
2216.963998	1	2216963.998	DIN1
2217.019302	100	2217019.3024	128 
2219.421311	100	2219421.311	124 
2219.612308	100	2219612.3078	126 
2219.617997	1	2219617.9969	DIN1
2219.672305	100	2219672.3055	128 
2222.073308	100	2222073.3083	124 
2222.265311	100	2222265.3109	125 
2222.270004	1	2222270.0042	DIN1
2222.325309	100	2222325.3086	128 
2224.727307	100	2224727.3072	124 
2224.918304	100	2224918.304	125 
2224.924003	1	2224924.0031	DIN1
2224.978302	100	2224978.3016	128 
2227.280311	100	2227280.3109	124 
2227.46831	100	2227468.3102	125 
2227.473999	1	2227473.9993	DIN1
2227.528308	100	2227528.3079	128 
2229.931302	100	2229931.3023	124 
2230.122309	100	2230122.3091	127 
2230.127002	1	2230127.0024	DIN1
2230.182307	100	2230182.3068	128 
2232.484306	100	2232484.306	124 
2232.672305	100	2232672.3054	126 
2232.678004	1	2232678.0045	DIN1
2232.732303	100	2232732.303	128 
2235.043304	100	2235043.3044	666 
2238.04531	100	2238045.3098	124 
2238.236307	100	2238236.3066	125 
2238.241	1	2238240.9999	DIN1
2238.296304	100	2238296.3042	128 
2240.598303	100	2240598.3034	124 
2240.786303	100	2240786.3028	125 
2240.790996	1	2240790.9961	DIN1
2240.846311	100	2240846.3105	128 
2243.14831	100	2243148.3097	124 
2243.336309	100	2243336.3091	126 
2243.341998	1	2243341.9981	DIN1
2243.396307	100	2243396.3067	128 
2245.698306	100	2245698.3059	124 
2245.886305	100	2245886.3053	125 
2245.890999	1	2245890.9986	DIN1
2245.946303	100	2245946.303	128 
2248.348302	100	2248348.3016	124 
2248.539308	100	2248539.3084	126 
2248.544997	1	2248544.9975	DIN1
2248.599306	100	2248599.3061	128 
2251.002311	100	2251002.3105	124 
2251.193307	100	2251193.3073	125 
2251.197005	1	2251197.0048	DIN1
2251.253305	100	2251253.305	128 
2253.454309	100	2253454.3089	124 
2253.640307	100	2253640.3067	125 
2253.644004	1	2253644.0042	DIN1
2253.700304	100	2253700.3044	128 
2256.111305	100	2256111.3052	666 
2259.113311	100	2259113.3106	124 
2259.307305	100	2259307.3047	125 
2259.311002	1	2259311.0022	DIN1
2259.367302	100	2259367.3024	128 
2261.669312	100	2261669.3116	124 
2261.857311	100	2261857.311	125 
2261.860998	1	2261860.9985	DIN1
2261.917309	100	2261917.3087	128 
2264.219308	100	2264219.3079	124 
2264.407307	100	2264407.3072	125 
2264.411005	1	2264411.0048	DIN1
2264.467305	100	2264467.3049	128 
2266.77031	100	2266770.3099	124 
2266.957303	100	2266957.3035	127 
2266.961997	1	2266961.9968	DIN1
2267.017311	100	2267017.3112	128 
2269.219311	100	2269219.3109	124 
2269.404303	100	2269404.3029	127 
2269.408996	1	2269408.9962	DIN1
2269.464311	100	2269464.3106	128 
2271.667306	100	2271667.3061	124 
2271.852308	100	2271852.3081	125 
2271.856006	1	2271856.0056	DIN1
2271.912306	100	2271912.3058	128 
2274.213309	100	2274213.3092	124 
2274.402304	100	2274402.3043	125 
2274.406002	1	2274406.0018	DIN1
2274.462302	100	2274462.302	128 
2276.773303	100	2276773.3033	666 
2279.775309	100	2279775.3088	124 
2279.966306	100	2279966.3055	125 
2279.968997	1	2279968.9972	DIN1
2280.026303	100	2280026.3032	128 
2282.427306	100	2282427.3061	124 
2282.619309	100	2282619.3086	125 
2282.622996	1	2282622.9961	DIN1
2282.679306	100	2282679.3063	128 
2284.981305	100	2284981.3055	124 
2285.169305	100	2285169.3049	125 
2285.173002	1	2285173.0024	DIN1
2285.229303	100	2285229.3025	128 
2287.431302	100	2287431.3022	124 
2287.616304	100	2287616.3043	127 
2287.620002	1	2287620.0018	DIN1
2287.676302	100	2287676.3019	128 
2289.878302	100	2289878.3016	124 
2290.063304	100	2290063.3037	125 
2290.067001	1	2290067.0012	DIN1
2290.123311	100	2290123.3114	128 
2292.326307	100	2292326.3069	124 
2292.511309	100	2292511.3089	126 
2292.514996	1	2292514.9964	DIN1
2292.570311	100	2292570.3108	128 
2294.772311	100	2294772.3105	124 
2294.958308	100	2294958.3083	127 
2294.961	1	2294961	DIN1
2295.018306	100	2295018.306	128 
2297.319309	100	2297319.3094	124 
2297.508305	100	2297508.3045	126 
2297.512002	1	2297512.002	DIN1
2297.568302	100	2297568.3022	128 
2299.779304	100	2299779.3041	666 
2302.78131	100	2302781.3095	124 
2302.969309	100	2302969.3089	125 
2302.972001	1	2302972.0006	DIN1
2303.029307	100	2303029.3066	128 
2305.230311	100	2305230.3105	124 
2305.416308	100	2305416.3083	125 
2305.419	1	2305419	DIN1
2305.476306	100	2305476.306	128 
2307.877309	100	2307877.3088	124 
2308.069311	100	2308069.3114	125 
2308.072003	1	2308072.0031	DIN1
2308.129309	100	2308129.3091	128 
2310.431308	100	2310431.3083	124 
2310.619308	100	2310619.3076	125 
2310.621999	1	2310621.9993	DIN1
2310.679305	100	2310679.3053	128 
2312.882311	100	2312882.3109	124 
2313.066307	100	2313066.307	125 
2313.068999	1	2313068.9987	DIN1
2313.126305	100	2313126.3047	128 
2315.428304	100	2315428.3039	124 
2315.617309	100	2315617.3091	127 
2315.619005	1	2315619.005	DIN1
2315.677307	100	2315677.3068	128 
2317.878311	100	2317878.3107	124 
2318.064308	100	2318064.3085	125 
2318.066004	1	2318066.0044	DIN1
2318.124306	100	2318124.3062	128 
2320.426305	100	2320426.3053	124 
2320.614305	100	2320614.3047	126 
2320.616996	1	2320616.9964	DIN1
2320.674302	100	2320674.3024	128 
2322.876302	100	2322876.3021	124 
2323.061304	100	2323061.3041	126 
2323.064006	1	2323064.0059	DIN1
2323.121302	100	2323121.3018	128 
2325.423311	100	2325423.311	124 
2325.61131	100	2325611.3104	125 
2325.612996	1	2325612.9963	DIN1
2325.671308	100	2325671.3081	128 
2327.874304	100	2327874.3036	124 
2328.05831	100	2328058.3098	125 
2328.061001	1	2328061.0015	DIN1
2328.118307	100	2328118.3075	128 
2330.520306	100	2330520.3061	124 
2330.711303	100	2330711.3029	127 
2330.714005	1	2330714.0046	DIN1
2330.771311	100	2330771.3106	128 
2333.173309	100	2333173.3092	124 
2333.365302	100	2333365.3017	125 
2333.366998	1	2333366.9977	DIN1
2333.425309	100	2333425.3095	128 
2335.828304	100	2335828.3039	124 
2336.018305	100	2336018.3049	125 
2336.020001	1	2336020.0008	DIN1
2336.078303	100	2336078.3025	128 
2338.280302	100	2338280.3022	124 
2338.465304	100	2338465.3043	125 
2338.467	1	2338467.0002	DIN1
2338.525302	100	2338525.3019	128 
2340.827311	100	2340827.3112	124 
2341.015311	100	2341015.3105	125 
2341.016996	1	2341016.9964	DIN1
2341.075308	100	2341075.3082	128 
2343.277308	100	2343277.3079	124 
2343.46231	100	2343462.3099	125 
2343.464006	1	2343464.0059	DIN1
2343.522308	100	2343522.3076	128 
2345.824307	100	2345824.3068	124 
2346.012306	100	2346012.3062	126 
2346.014998	1	2346014.9979	DIN1
2346.072304	100	2346072.3038	128 
2348.474302	100	2348474.3025	124 
2348.666305	100	2348666.305	125 
2348.667005	1	2348667.0052	DIN1
2348.726303	100	2348726.3027	128 
2350.927307	100	2350927.3067	124 
2351.113304	100	2351113.3044	126 
2351.115	1	2351115.0004	DIN1
2351.173302	100	2351173.3021	128 
2353.574305	100	2353574.305	124 
2353.766308	100	2353766.3076	127 
2353.768003	1	2353768.0035	DIN1
2353.826305	100	2353826.3052	128 
2356.128304	100	2356128.3044	124 
2356.316304	100	2356316.3038	125 
2356.318	1	2356317.9997	DIN1
2356.376312	100	2356376.3115	128 
2358.788308	100	2358788.3081	666 
2361.790303	100	2361790.3035	124 
2361.983302	100	2361983.3018	125 
2361.984002	1	2361984.002	DIN1
2362.04331	100	2362043.3095	128 
2364.245309	100	2364245.3093	124 
2364.430311	100	2364430.3113	127 
2364.431997	1	2364431.9971	DIN1
2364.490309	100	2364490.3089	128 
2366.902306	100	2366902.3055	666 
2369.903305	100	2369903.3051	124 
2370.097309	100	2370097.3093	125 
2370.097999	1	2370097.9994	DIN1
2370.157307	100	2370157.307	128 
2372.460302	100	2372460.3019	124 
2372.648006	1	2372648.0057	DIN1
2372.648311	100	2372648.3114	125 
2372.708309	100	2372708.309	128 
2375.009302	100	2375009.3024	124 
2375.198308	100	2375198.3076	125 
2375.198998	1	2375198.9977	DIN1
2375.258305	100	2375258.3052	128 
2377.559309	100	2377559.3087	124 
2377.748304	100	2377748.3038	125 
2377.749004	1	2377749.004	DIN1
2377.808312	100	2377808.3115	128 
2380.21031	100	2380210.3102	124 
2380.401307	100	2380401.3069	126 
2380.401997	1	2380401.997	DIN1
2380.461305	100	2380461.3046	128 
2382.662309	100	2382662.3085	124 
2382.848306	100	2382848.3063	125 
2382.848996	1	2382848.9964	DIN1
2382.908304	100	2382908.304	128 
2385.110304	100	2385110.3037	124 
2385.295306	100	2385295.3057	127 
2385.296006	1	2385296.0059	DIN1
2385.355303	100	2385355.3034	128 
2387.557303	100	2387557.3031	124 
2387.742305	100	2387742.3051	125 
2387.743005	1	2387743.0053	DIN1
2387.802303	100	2387802.3028	128 
2390.205307	100	2390205.3073	124 
2390.396304	100	2390396.304	126 
2390.397004	1	2390397.0042	DIN1
2390.456302	100	2390456.3017	128 
2392.857305	100	2392857.3045	124 
2393.049001	1	2393049.0014	DIN1
2393.049307	100	2393049.3071	125 
2393.109305	100	2393109.3048	128 
2395.510308	100	2395510.3077	124 
2395.702005	1	2395702.0046	DIN1
2395.70231	100	2395702.3102	125 
2395.762308	100	2395762.3079	128 
2398.164307	100	2398164.3065	124 
2398.354998	1	2398354.9976	DIN1
2398.355303	100	2398355.3033	125 
2398.415311	100	2398415.311	128 
2400.818305	100	2400818.3054	124 
2401.008306	100	2401008.3064	127 
2401.008996	1	2401008.9965	DIN1
2401.068304	100	2401068.3041	128 
2403.27131	100	2403271.3096	124 
2403.456006	1	2403456.0059	DIN1
2403.456312	100	2403456.3116	125 
2403.516309	100	2403516.3093	128 
2405.917302	100	2405917.3021	124 
2406.108999	1	2406108.999	DIN1
2406.109305	100	2406109.3047	125 
2406.169302	100	2406169.3023	128 
2408.380304	100	2408380.3042	666 
2411.38231	100	2411382.3097	124 
2411.570003	1	2411570.0034	DIN1
2411.570309	100	2411570.3091	125 
2411.630307	100	2411630.3067	128 
2413.832306	100	2413832.3064	124 
2414.017003	1	2414017.0028	DIN1
2414.017308	100	2414017.3085	125 
2414.077306	100	2414077.3061	128 
2416.27831	100	2416278.3101	124 
2416.464002	1	2416464.0022	DIN1
2416.464308	100	2416464.3079	125 
2416.524306	100	2416524.3055	128 
2418.726305	100	2418726.3052	124 
2418.911002	1	2418911.0016	DIN1
2418.911307	100	2418911.3073	125 
2418.971305	100	2418971.3049	128 
2421.374309	100	2421374.3094	124 
2421.564005	1	2421564.0047	DIN1
2421.56431	100	2421564.3104	127 
2421.624308	100	2421624.308	128 
2423.827304	100	2423827.3035	124 
2424.011004	1	2424011.0041	DIN1
2424.012306	100	2424012.3055	125 
2424.072303	100	2424072.3032	128 
2426.373307	100	2426373.3066	124 
2426.561	1	2426561.0003	DIN1
2426.562302	100	2426562.3018	125 
2426.622309	100	2426622.3095	128 
2428.824309	100	2428824.3092	124 
2429.009006	1	2429009.0055	DIN1
2429.009311	100	2429009.3112	126 
2429.069309	100	2429069.3089	128 
2431.371308	100	2431371.3081	124 
2431.557996	1	2431557.9959	DIN1
2431.559307	100	2431559.3075	127 
2431.619305	100	2431619.3051	128 
2433.831303	100	2433831.3028	666 
2436.833308	100	2436833.3082	124 
2437.019996	1	2437019.9961	DIN1
2437.020302	100	2437020.3018	126 
2437.080309	100	2437080.3095	128 
2439.382309	100	2439382.3087	124 
2439.568997	1	2439568.9966	DIN1
2439.570308	100	2439570.3081	125 
2439.630306	100	2439630.3057	128 
2441.833311	100	2441833.3113	124 
2442.015996	1	2442015.996	DIN1
2442.017307	100	2442017.3075	125 
2442.077305	100	2442077.3051	128 
2444.279305	100	2444279.3048	124 
2444.463005	1	2444463.0054	DIN1
2444.464307	100	2444464.3069	125 
2444.524305	100	2444524.3045	128 
2446.726304	100	2446726.3042	124 
2446.911001	1	2446911.0006	DIN1
2446.912302	100	2446912.302	126 
2446.97231	100	2446972.3098	128 
2449.174309	100	2449174.3095	124 
2449.358	1	2449358	DIN1
2449.359311	100	2449359.3115	127 
2449.419309	100	2449419.3092	128 
2451.720303	100	2451720.3025	124 
2451.907996	1	2451907.9962	DIN1
2451.909308	100	2451909.3077	126 
2451.969305	100	2451969.3054	128 
2454.370308	100	2454370.3082	124 
2454.560004	1	2454560.0036	DIN1
2454.562311	100	2454562.3108	125 
2454.622308	100	2454622.3085	128 
2457.025303	100	2457025.3029	124 
2457.214002	1	2457214.0024	DIN1
2457.215304	100	2457215.3039	125 
2457.275312	100	2457275.3116	128 
2459.478307	100	2459478.3071	124 
2459.661002	1	2459661.0018	DIN1
2459.662303	100	2459662.3033	125 
2459.722311	100	2459722.311	128 
2462.02431	100	2462024.3102	124 
2462.210998	1	2462210.9981	DIN1
2462.21231	100	2462212.3096	125 
2462.273303	100	2462273.303	128 
2464.474307	100	2464474.307	124 
2464.657997	1	2464657.9975	DIN1
2464.660305	100	2464660.3047	127 
2464.720302	100	2464720.3024	128 
2467.022302	100	2467022.3016	124 
2467.208004	1	2467208.0037	DIN1
2467.210311	100	2467210.311	125 
2467.270309	100	2467270.3087	128 
2469.671312	100	2469671.3116	124 
2469.860997	1	2469860.9968	DIN1
2469.863304	100	2469863.3041	125 
2469.923302	100	2469923.3017	128 
2472.225311	100	2472225.311	124 
2472.411003	1	2472411.0031	DIN1
2472.41331	100	2472413.3104	125 
2472.473308	100	2472473.308	128 
2474.876302	100	2474876.3024	124 
2475.063996	1	2475063.9961	DIN1
2475.066303	100	2475066.3034	125 
2475.126311	100	2475126.3111	128 
2477.329307	100	2477329.3066	124 
2477.511006	1	2477511.0056	DIN1
2477.513303	100	2477513.3028	125 
2477.574306	100	2477574.3063	128 
2479.87531	100	2479875.3097	124 
2480.061002	1	2480061.0018	DIN1
2480.064305	100	2480064.3049	125 
2480.124303	100	2480124.3025	128 
2482.526311	100	2482526.3112	124 
2482.714005	1	2482714.0049	DIN1
2482.717308	100	2482717.308	125 
2482.777306	100	2482777.3056	128 
2485.079305	100	2485079.3048	124 
2485.264997	1	2485264.9969	DIN1
2485.267304	100	2485267.3042	125 
2485.327302	100	2485327.3019	128 
2487.729311	100	2487729.3106	124 
2487.918	1	2487918	DIN1
2487.920307	100	2487920.3073	125 
2487.980305	100	2487980.305	128 
2490.382304	100	2490382.3036	124 
2490.571003	1	2490571.0032	DIN1
2490.57331	100	2490573.3104	125 
2490.633308	100	2490633.3081	128 
2493.035307	100	2493035.3067	129 
2494.677	307.903	2494677	boundary
2499.788475	100	2499788.4751	111 
2499.792468	100	2499792.4682	112 
2499.796471	100	2499796.4714	113 
2499.798473	100	2499798.473	116 
2499.816001	1	2499816.0013	DIN1
2500.702471	100	2500702.4713	117 
2502.098471	100	2502098.4706	112 
2502.280475	100	2502280.4752	113 
2502.289001	1	2502289.0014	DIN1
2502.340473	100	2502340.4729	116 
2502.671471	100	2502671.4709	117 
2504.541467	100	2504541.4668	112 
2504.727475	100	2504727.4746	113 
2504.736001	1	2504736.0008	DIN1
2504.788468	100	2504788.4681	116 
2504.952468	100	2504952.4684	117 
2507.088476	100	2507088.4757	112 
2507.278467	100	2507278.4666	113 
2507.285997	1	2507285.997	DIN1
2507.338474	100	2507338.4744	116 
2507.582468	100	2507582.4682	117 
2509.739467	100	2509739.4672	112 
2509.93147	100	2509931.4697	113 
2509.939	1	2509939.0001	DIN1
2509.991467	100	2509991.4674	116 
2510.163474	100	2510163.4741	117 
2512.39247	100	2512392.4703	112 
2512.584473	100	2512584.4729	113 
2512.592003	1	2512592.0032	DIN1
2512.644471	100	2512644.4705	116 
2512.833476	100	2512833.4757	117 
2515.044468	100	2515044.4676	112 
2515.237476	100	2515237.476	115 
2515.244996	1	2515244.9963	DIN1
2515.297474	100	2515297.4736	116 
2515.983469	100	2515983.4687	117 
2517.498468	100	2517498.4675	112 
2517.684475	100	2517684.4754	114 
2517.693001	1	2517693.0015	DIN1
2517.744473	100	2517744.473	116 
2518.24447	100	2518244.4703	117 
2520.045466	100	2520045.4664	112 
2520.235467	100	2520235.4674	113 
2520.242002	1	2520242.002	DIN1
2520.295475	100	2520295.4751	116 
2520.634469	100	2520634.4694	117 
2522.495473	100	2522495.4732	112 
2522.682467	100	2522682.4668	113 
2522.689001	1	2522689.0014	DIN1
2522.742474	100	2522742.4745	116 
2523.015466	100	2523015.4664	117 
2525.042472	100	2525042.4721	112 
2525.232473	100	2525232.4731	113 
2525.238998	1	2525238.9976	DIN1
2525.292471	100	2525292.4707	116 
2525.536475	100	2525536.4746	117 
2527.692468	100	2527692.4678	112 
2527.885476	100	2527885.4762	114 
2527.892996	1	2527892.9965	DIN1
2527.945474	100	2527945.4738	116 
2528.296468	100	2528296.4677	117 
2530.345471	100	2530345.4709	112 
2530.538469	100	2530538.4692	113 
2530.546	1	2530545.9996	DIN1
2530.598467	100	2530598.4669	116 
2530.857468	100	2530857.4677	117 
2532.89947	100	2532899.4703	112 
2533.088476	100	2533088.4755	115 
2533.096006	1	2533096.0059	DIN1
2533.148473	100	2533148.4732	116 
2533.637467	100	2533637.4667	117 
2535.449467	100	2535449.4665	112 
2535.639467	100	2535639.4675	113 
2535.646002	1	2535646.0021	DIN1
2535.699475	100	2535699.4752	116 
2535.997472	100	2535997.472	117 
2537.899473	100	2537899.4733	112 
2538.086467	100	2538086.4669	113 
2538.093001	1	2538093.0015	DIN1
2538.146475	100	2538146.4746	116 
2538.388467	100	2538388.4669	117 
2540.446472	100	2540446.4722	112 
2540.636473	100	2540636.4732	113 
2540.642998	1	2540642.9977	DIN1
